"","X","ord_in_thread","author","published","crawled","site_url","country","domain_rank","spam_score","replies_count","participants_count","likes","comments","shares","type"
"207",207,0,"Kantzveldt","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"208",208,0,"greg302","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"209",209,0,"WindCharger","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"210",210,0,"ConnectDots","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"211",211,0,"Vasa Croe","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"212",212,0,"IAMTAT","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"213",213,0,"crazyewok","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"214",214,0,"BlueShaman","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"215",215,0,"2012newstart","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"216",216,0,"Cavrecon22","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"217",217,0,"Profusion","10/27/2016 14:58","10/27/2016 14:58","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"218",218,0,"BlackProject","10/27/2016 15:30","10/27/2016 15:30","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"219",219,0,"Profusion","10/27/2016 16:02","10/27/2016 16:02","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"220",220,0,"Cymru","10/27/2016 16:02","10/27/2016 16:02","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"221",221,0,"jadedANDcynical","10/27/2016 16:02","10/27/2016 16:02","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"222",222,0,"JinMI","10/27/2016 13:28","10/27/2016 16:03","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"223",223,0,"Biigs","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"224",224,0,"sanitizedinfo","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"225",225,0,"Jonjonj","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"226",226,0,"BlackProject","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"227",227,0,"lostbook","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"228",228,0,"mobiusmale","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"229",229,0,"makaira1985","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"230",230,0,"raymundoko","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"231",231,0,"gortex","10/27/2016 22:39","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"232",232,0,"grayeagle","10/27/2016 22:02","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"233",233,0,"searcherfortruth","10/27/2016 20:09","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"234",234,0,"ghostrager","10/27/2016 19:45","10/27/2016 22:39","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"235",235,0,"Stevemagegod","10/27/2016 23:09","10/27/2016 23:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"236",236,0,"eisegesis","10/27/2016 23:09","10/27/2016 23:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"237",237,0,"CaptainBeno","10/27/2016 23:09","10/27/2016 23:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"238",238,0,"PraetorianAZ","10/27/2016 23:09","10/27/2016 23:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"239",239,0,"xuenchen","10/27/2016 23:09","10/27/2016 23:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"240",240,0,"xuenchen","10/27/2016 22:05","10/27/2016 23:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"241",241,0,"TrueBrit","10/27/2016 21:29","10/27/2016 23:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"242",242,0,"beeeyotch","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"243",243,0,"Zaphod58","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"244",244,0,"CriticalStinker","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"245",245,0,"Violater1","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"246",246,0,"carewemust","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"247",247,0,"reldra","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"248",248,0,"queenofswords","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"249",249,0,"JinMI","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"250",250,0,"burdman30ott6","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"251",251,0,"whyamIhere","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"252",252,0,"Profusion","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"253",253,0,"thesungod","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"254",254,0,"seasonal","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"255",255,0,"xuenchen","10/28/2016 3:57","10/28/2016 3:57","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"256",256,0,"seasonal","10/28/2016 4:09","10/28/2016 4:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"257",257,0,"Xcathdra","10/28/2016 4:09","10/28/2016 4:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"258",258,0,"DaRAGE","10/28/2016 4:09","10/28/2016 4:09","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"259",259,0,"mobiusmale","10/28/2016 12:46","10/28/2016 12:46","abovetopsecret.com","US",18533,0,0,1,0,0,0,"bs"
"260",260,0,"Brandon Turbeville","10/26/2016 20:40","10/26/2016 20:40","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"261",261,0,"Activist Post","10/27/2016 0:50","10/27/2016 0:50","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"262",262,0,"Activist Post","10/27/2016 1:30","10/27/2016 1:30","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"263",263,0,"Activist Post","10/27/2016 1:44","10/27/2016 1:44","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"264",264,0,"Activist Post","10/27/2016 1:44","10/27/2016 1:44","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"265",265,0,"Activist Post","10/27/2016 15:00","10/27/2016 15:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"266",266,0,"Activist Post","10/27/2016 15:35","10/27/2016 15:35","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"267",267,0,"Activist Post","10/27/2016 16:20","10/27/2016 16:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"268",268,0,"ActivistPost","10/27/2016 16:50","10/27/2016 16:50","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"269",269,0,"Activist Post","10/27/2016 18:10","10/27/2016 18:10","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"270",270,0,"ActivistPost","10/27/2016 22:00","10/27/2016 22:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"271",271,0,"Brandon Turbeville","10/28/2016 4:35","10/28/2016 4:35","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"272",272,0,"Activist Post","10/28/2016 15:20","10/28/2016 15:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"273",273,0,"Activist Post","10/28/2016 16:31","10/28/2016 16:31","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"274",274,0,"Activist Post","10/28/2016 16:38","10/28/2016 16:38","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"275",275,0,"ActivistPost","10/28/2016 18:05","10/28/2016 18:05","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"276",276,0,"Activist Post","10/28/2016 22:20","10/28/2016 22:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"277",277,0,"Activist Post","10/29/2016 0:45","10/29/2016 0:45","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"278",278,0,"Activist Post","10/29/2016 1:20","10/29/2016 1:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"279",279,0,"Activist Post","10/29/2016 14:55","10/29/2016 14:55","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"280",280,0,"Activist Post","10/29/2016 15:20","10/29/2016 15:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"281",281,0,"ActivistPost","10/29/2016 16:10","10/29/2016 16:10","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"282",282,0,"Activist Post","10/29/2016 19:20","10/29/2016 19:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"283",283,0,"ActivistPost","10/30/2016 0:06","10/30/2016 0:06","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"284",284,0,"Activist Post","10/30/2016 0:10","10/30/2016 0:10","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"285",285,0,"Activist Post","10/30/2016 0:35","10/30/2016 0:35","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"286",286,0,"Activist Post","10/31/2016 12:20","10/31/2016 12:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"287",287,0,"Activist Post","10/31/2016 14:47","10/31/2016 14:47","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"288",288,0,"Activist Post","10/31/2016 15:05","10/31/2016 15:05","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"289",289,0,"Activist Post","10/31/2016 20:56","10/31/2016 20:56","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"290",290,0,"Activist Post","11/1/2016 2:46","11/1/2016 2:46","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"291",291,0,"Activist Post","11/1/2016 3:00","11/1/2016 3:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"292",292,0,"Activist Post","11/1/2016 15:05","11/1/2016 15:05","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"293",293,0,"Activist Post","11/1/2016 16:26","11/1/2016 16:26","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"294",294,0,"Activist Post","11/1/2016 16:26","11/1/2016 16:26","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"295",295,0,"Activist Post","11/1/2016 16:26","11/1/2016 16:26","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"296",296,0,"Activist Post","11/1/2016 16:26","11/1/2016 16:26","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"297",297,0,"Activist Post","11/1/2016 17:21","11/1/2016 17:21","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"298",298,0,"ActivistPost","11/1/2016 17:45","11/1/2016 17:45","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"299",299,0,"Activist Post","11/1/2016 22:12","11/1/2016 22:12","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"300",300,0,"Activist Post","11/1/2016 22:26","11/1/2016 22:26","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"301",301,0,"Activist Post","11/1/2016 22:50","11/1/2016 22:50","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"302",302,0,"Activist Post","11/1/2016 23:00","11/1/2016 23:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"303",303,0,"Activist Post","11/2/2016 0:25","11/2/2016 0:25","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"304",304,0,"Activist Post","11/2/2016 2:38","11/2/2016 2:38","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"305",305,0,"ActivistPost","11/2/2016 16:10","11/2/2016 16:10","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"306",306,0,"Activist Post","11/2/2016 16:25","11/2/2016 16:25","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"307",307,0,"Activist Post","11/2/2016 16:25","11/2/2016 16:25","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"308",308,0,"Activist Post","11/2/2016 16:35","11/2/2016 16:35","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"309",309,0,"Activist Post","11/2/2016 18:03","11/2/2016 18:03","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"310",310,0,"Activist Post","11/2/2016 22:00","11/2/2016 22:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"311",311,0,"Activist Post","11/3/2016 0:40","11/3/2016 0:40","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"312",312,0,"Activist Post","11/3/2016 0:45","11/3/2016 0:45","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"313",313,0,"Activist Post","11/3/2016 1:00","11/3/2016 1:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"314",314,0,"ActivistPost","11/3/2016 16:15","11/3/2016 16:15","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"315",315,0,"Activist Post","11/3/2016 16:25","11/3/2016 16:25","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"316",316,0,"Activist Post","11/3/2016 17:17","11/3/2016 17:17","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"317",317,0,"ActivistPost","11/3/2016 17:17","11/3/2016 17:17","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"318",318,0,"Activist Post","11/3/2016 18:33","11/3/2016 18:33","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"319",319,0,"Activist Post","11/4/2016 0:47","11/4/2016 0:47","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"320",320,0,"Activist Post","11/4/2016 14:52","11/4/2016 14:52","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"321",321,0,"Activist Post","11/4/2016 15:11","11/4/2016 15:11","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"322",322,0,"Activist Post","11/4/2016 15:27","11/4/2016 15:27","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"323",323,0,"Activist Post","11/4/2016 15:36","11/4/2016 15:36","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"324",324,0,"Activist Post","11/4/2016 16:00","11/4/2016 16:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"325",325,0,"Brandon Turbeville","11/4/2016 16:10","11/4/2016 16:10","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"326",326,0,"Activist Post","11/4/2016 17:15","11/4/2016 17:15","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"327",327,0,"ActivistPost","11/4/2016 17:56","11/4/2016 17:56","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"328",328,0,"Activist Post","11/5/2016 14:25","11/5/2016 14:25","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"329",329,0,"Activist Post","11/5/2016 14:35","11/5/2016 14:35","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"330",330,0,"Activist Post","11/5/2016 14:50","11/5/2016 14:50","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"331",331,0,"Activist Post","11/5/2016 15:30","11/5/2016 15:30","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"332",332,0,"Activist Post","11/5/2016 16:11","11/5/2016 16:11","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"333",333,0,"Unspecified","11/5/2016 16:01","11/5/2016 17:08","activistpost.com","US",37161,0.029,0,0,0,0,0,"conspiracy"
"334",334,0,"Activist Post","11/6/2016 13:00","11/6/2016 13:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"335",335,0,"Activist Post","11/6/2016 13:15","11/6/2016 13:15","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"336",336,0,"Activist Post","11/6/2016 15:20","11/6/2016 15:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"337",337,0,"Activist Post","11/6/2016 15:57","11/6/2016 15:57","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"338",338,0,"Activist Post","11/6/2016 17:30","11/6/2016 17:30","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"339",339,0,"ActivistPost","11/6/2016 19:05","11/6/2016 19:05","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"340",340,0,"Activist Post","11/7/2016 1:55","11/7/2016 1:55","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"341",341,0,"Activist Post","11/7/2016 15:55","11/7/2016 15:55","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"342",342,0,"Activist Post","11/7/2016 16:06","11/7/2016 16:06","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"343",343,0,"Activist Post","11/7/2016 16:25","11/7/2016 16:25","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"344",344,0,"Activist Post","11/7/2016 19:05","11/7/2016 19:05","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"345",345,0,"Activist Post","11/7/2016 21:05","11/7/2016 21:05","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"346",346,0,"Activist Post","11/7/2016 21:50","11/7/2016 21:50","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"347",347,0,"Activist Post","11/7/2016 23:20","11/7/2016 23:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"348",348,0,"ActivistPost","11/8/2016 15:20","11/8/2016 15:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"349",349,0,"Activist Post","11/8/2016 15:45","11/8/2016 15:45","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"350",350,0,"Activist Post","11/8/2016 16:00","11/8/2016 16:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"351",351,0,"Activist Post","11/8/2016 20:56","11/8/2016 20:56","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"352",352,0,"Brandon Turbeville","11/8/2016 23:16","11/8/2016 23:16","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"353",353,0,"Brandon Turbeville","11/8/2016 23:19","11/8/2016 23:19","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"354",354,0,"Activist Post","11/9/2016 0:00","11/9/2016 0:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"355",355,0,"Activist Post","11/9/2016 14:36","11/9/2016 14:36","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"356",356,0,"Activist Post","11/9/2016 14:50","11/9/2016 14:50","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"357",357,0,"Activist Post","11/9/2016 15:47","11/9/2016 15:47","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"358",358,0,"Activist Post","11/9/2016 16:00","11/9/2016 16:00","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"359",359,0,"Activist Post","11/9/2016 16:20","11/9/2016 16:20","activistpost.com","US",37161,0,0,1,0,0,0,"conspiracy"
"360",360,0,"Unspecified","10/27/2016 11:53","10/27/2016 16:50","addictinginfo.org","US",5772,0.096,0,0,0,0,0,"bias"
"361",361,0,"Unspecified","10/30/2016 23:25","10/31/2016 0:43","addictinginfo.org","FR",5772,0,0,0,3,0,3,"bias"
"362",362,0,"Unspecified","10/31/2016 0:43","10/31/2016 0:43","addictinginfo.org","FR",5772,0,0,0,1,0,1,"bias"
"363",363,0,"Unspecified","11/3/2016 9:22","11/3/2016 13:40","addictinginfo.org","US",5772,0.033,0,0,0,0,0,"bias"
"364",364,0,"Unspecified","10/26/2016 7:41","11/4/2016 1:06","addictinginfo.org","US",5772,0.001,0,0,0,0,0,"bias"
"365",365,0,"Unspecified","11/4/2016 21:25","11/5/2016 1:57","addictinginfo.org","US",5772,0.02,0,0,0,0,0,"bias"
"366",366,0,"Unspecified","11/5/2016 3:26","11/5/2016 3:26","addictinginfo.org","US",5772,0.039,0,0,4,0,4,"bias"
"367",367,0,"Unspecified","11/5/2016 1:45","11/5/2016 7:26","addictinginfo.org","FR",5772,0,0,0,4,1,4,"bias"
"368",368,0,"Unspecified","11/6/2016 1:50","11/6/2016 1:50","addictinginfo.org","FR",5772,0,0,0,0,0,0,"bias"
"369",369,0,"Unspecified","11/6/2016 22:26","11/6/2016 22:26","addictinginfo.org","US",5772,0.435,0,0,0,0,0,"bias"
"370",370,0,"Unspecified","11/6/2016 18:03","11/7/2016 18:54","addictinginfo.org","FR",5772,0,0,0,0,0,0,"bias"
"371",371,0,"Unspecified","11/12/2016 3:06","11/12/2016 11:47","addictinginfo.org","FR",5772,0,0,0,7,0,7,"bias"
"372",372,0,"Unspecified","11/13/2016 0:55","11/13/2016 0:55","addictinginfo.org","FR",5772,0,0,0,8,0,8,"bias"
"373",373,0,"Unspecified","11/13/2016 23:53","11/13/2016 23:53","addictinginfo.org","FR",5772,0,0,0,2,0,2,"bias"
"374",374,0,"Unspecified","11/13/2016 23:54","11/13/2016 23:54","addictinginfo.org","FR",5772,0,0,0,0,0,0,"bias"
"375",375,0,"Unspecified","11/13/2016 22:43","11/13/2016 23:54","addictinginfo.org","FR",5772,0,0,0,0,0,0,"bias"
"376",376,0,"Unspecified","11/13/2016 23:54","11/13/2016 23:54","addictinginfo.org","FR",5772,0,0,0,0,0,0,"bias"
"377",377,0,"Unspecified","11/15/2016 9:36","11/15/2016 23:56","addictinginfo.org","FR",5772,0,0,0,0,0,0,"bias"
"378",378,0,"Unspecified","11/17/2016 2:56","11/17/2016 23:28","addictinginfo.org","US",5772,0,0,0,0,0,0,"bias"
"379",379,0,"Unspecified","11/22/2016 5:58","11/22/2016 14:26","addictinginfo.org","US",5772,0,0,0,0,0,0,"bias"
"380",380,0,"Andrea Lawson Gray","10/27/2016 2:18","10/27/2016 4:25","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"381",381,0,"Ivan Jose","10/27/2016 6:18","10/27/2016 6:18","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"382",382,0,"Tony Rabon","10/28/2016 16:56","10/28/2016 16:56","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"383",383,0,"Shirley Barnett","11/2/2016 20:41","11/3/2016 19:38","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"384",385,0,"adobochron","11/6/2016 21:48","11/6/2016 21:48","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"385",386,0,"Rebecca Bennett","11/11/2016 22:27","11/11/2016 23:24","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"386",387,0,"Eligio Abellera","11/15/2016 16:56","11/15/2016 16:56","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"387",388,0,"Sue Penn","11/13/2016 5:32","11/15/2016 16:56","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"388",389,0,"Mitch Jalandoni","11/19/2016 8:09","11/20/2016 0:34","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"389",390,0,"Unspecified","11/22/2016 23:52","11/22/2016 23:52","adobochronicles.com","US",0,0.643,0,0,0,0,0,"fake"
"390",391,0,"Unspecified","11/24/2016 5:31","11/24/2016 8:09","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"391",392,0,"Koel Writing Souls","11/25/2016 6:08","11/25/2016 6:08","adobochronicles.com","US",0,0,0,1,0,0,0,"fake"
"392",393,29,"Ron Smith","10/26/2016 14:18","10/26/2016 22:19","ahtribune.com","DE",0,0,29,19,0,0,0,"bs"
"393",394,30,"Jim","10/27/2016 16:17","10/27/2016 19:38","ahtribune.com","DE",0,0,30,19,0,0,0,"bs"
"394",395,0,"Daniel Haiphong","10/27/2016 0:00","10/27/2016 19:38","ahtribune.com","DE",0,0,0,1,0,0,0,"bs"
"395",396,0,"Unspecified","10/27/2016 0:00","10/28/2016 6:35","ahtribune.com","DE",0,0,0,1,0,0,0,"bs"
"396",397,0,"Tim King","10/28/2016 0:00","10/28/2016 6:49","ahtribune.com","DE",0,0.038,0,1,0,0,0,"bs"
"397",398,0,"Catherine Shakdam","10/28/2016 0:00","10/28/2016 19:11","ahtribune.com","DE",0,0,0,1,0,0,0,"bs"
"398",399,1,"Vic Pittman","10/28/2016 21:45","10/29/2016 6:25","ahtribune.com","DE",0,0.061,1,2,0,0,0,"bs"
"399",400,0,"Unspecified","10/29/2016 0:00","10/29/2016 16:46","ahtribune.com","DE",0,0.018,0,1,0,0,0,"bs"
"400",401,0,"Kim Petersen","10/30/2016 0:00","10/30/2016 14:44","ahtribune.com","DE",0,0.007,0,1,0,0,0,"bs"
"401",402,0,"Paul Craig Roberts","10/30/2016 0:00","10/30/2016 15:34","ahtribune.com","DE",0,0,0,1,0,0,0,"bs"
